Trip ID,Year,Month,Species,Grade,Weight_kg
BOFI_2_8_2022,2022,February,Yellowfin tuna,R,17.3
BOFI_2_8_2022,2022,February,Yellowfin tuna,R,12.3
BOFI_2_8_2022,2022,February,Yellowfin tuna,R,21.4
BOFI_2_8_2022,2022,February,Yellowfin tuna,R,13.2
BOFI_2_8_2022,2022,February,Yellowfin tuna,B+,30.6
BOFI_2_8_2022,2022,February,Yellowfin tuna,R,13.7
BOFI_2_8_2022,2022,February,Yellowfin tuna,B ,13.7
BOFI_3_2_2022,2022,March,Bigeye tuna,A,89.9
BOFI_3_2_2022,2022,March,Bigeye tuna,A,56.4
BOFI_3_2_2022,2022,March,Bigeye tuna,A,61.4
BOFI_3_2_2022,2022,March,Bigeye tuna,A,57
BOFI_3_2_2022,2022,March,Yellowfin tuna,A,31.2
BOFI_3_2_2022,2022,March,Yellowfin tuna,A,36.3
BOFI_3_2_2022,2022,March,Bigeye tuna,B ,42
BOFI_3_2_2022,2022,March,Bigeye tuna,B+,48
BOFI_3_2_2022,2022,March,Bigeye tuna,A,56.1
BOFI_3_2_2022,2022,March,Bigeye tuna,A,45.8
BOFI_3_2_2022,2022,March,Bigeye tuna,A,41.1
BOFI_3_2_2022,2022,March,Bigeye tuna,A,59.6
BOFI_3_2_2022,2022,March,Bigeye tuna,B+,51.7
BOFI_3_2_2022,2022,March,Yellowfin tuna,A,36.4
BOFI_3_2_2022,2022,March,Bigeye tuna,B+,55.3
BOFI_3_2_2022,2022,March,Yellowfin tuna,A,24
BOFI_3_2_2022,2022,March,Bigeye tuna,A,56
BOFI_3_2_2022,2022,March,Bigeye tuna,B+,50.7
BOFI_3_2_2022,2022,March,Yellowfin tuna,A,34.1
BOFI_3_2_2022,2022,March,Bigeye tuna,B+,67.8
BOFI_3_2_2022,2022,March,Bigeye tuna,A,49
BOFI_3_2_2022,2022,March,Yellowfin tuna,A,38.2
BOFI_3_2_2022,2022,March,Bigeye tuna,A,59.3
BOFI_3_2_2022,2022,March,Bigeye tuna,A,48.4
BOFI_3_2_2022,2022,March,Bigeye tuna,A,33.1
BOFI_3_2_2022,2022,March,Bigeye tuna,A,51.2
BOFI_3_2_2022,2022,March,Bigeye tuna,A,49
BOFI_3_2_2022,2022,March,Yellowfin tuna,B ,35.8
BOFI_3_2_2022,2022,March,Bigeye tuna,B+,53.5
BOFI_3_2_2022,2022,March,Bigeye tuna,B+,40.1
BOFI_3_2_2022,2022,March,Bigeye tuna,B+,64.8
BOFI_3_2_2022,2022,March,Yellowfin tuna,B+,23.1
BOFI_3_2_2022,2022,March,Yellowfin tuna,A,38.5
